iter	MultiClass:use_weights=false	MultiClass
122	0.05332067403	0.04823484055
123	0.05324127249	0.04819619669
124	0.05290634202	0.04804191308
125	0.05249142518	0.04772758364
126	0.05198456268	0.04735678207
127	0.05148707752	0.04695457416
128	0.05088598117	0.04644027146
129	0.05084211359	0.04640600589
130	0.05064308397	0.04624066905
131	0.05019567973	0.04584251203
132	0.04995207265	0.04576166167
133	0.04966206713	0.04550526996
134	0.04856219784	0.04457467985
135	0.04824526824	0.04437727462
136	0.04802046706	0.0440846227
137	0.04781631003	0.04380321267
138	0.04775398429	0.04374468713
139	0.04750337249	0.04354644011
140	0.0472209114	0.04320358832
141	0.04714285995	0.04311493339
142	0.04702557669	0.04297042624
143	0.04675920983	0.04277938554
144	0.04659802847	0.04272847278
145	0.04638871879	0.04252112899
146	0.04588139554	0.04189035134
147	0.04570921509	0.04180700692
148	0.04542401406	0.04150008171
149	0.04522773693	0.04134595738
150	0.04479899973	0.04093019636
151	0.04439938537	0.04043257642
152	0.044303894	0.04039815632
153	0.04359859855	0.03993114075
154	0.04293682858	0.03944533667
155	0.04264020978	0.03916937576
156	0.04180759492	0.03853439098
157	0.04104103321	0.03782508123
158	0.04090742514	0.03769012661
159	0.0408959555	0.03765895596
160	0.04084086324	0.03757411406
161	0.04076231769	0.03730294501
162	0.04022325226	0.03691420619
163	0.03995347586	0.03653139845
164	0.0397372372	0.03622303195
165	0.03961203029	0.03614343489
166	0.03880534618	0.03547937927
167	0.03826820282	0.03512328555
168	0.03802479673	0.03490178011
169	0.03766021051	0.03463935202
170	0.03751485199	0.03440039848
171	0.03733900912	0.03427866549
172	0.03719612178	0.0342232452
173	0.03705052627	0.03411308955
174	0.03687866856	0.03396630402
175	0.03655702843	0.03367078223
176	0.03639270037	0.03358384058
177	0.03633830686	0.03353657885
178	0.03616899996	0.03338443849
179	0.03571431353	0.03295393589
180	0.03534743877	0.03253092292
181	0.03516419234	0.03233051727
182	0.03493057372	0.03211959524
183	0.03477630073	0.03202032907
184	0.03462978405	0.03193092607
185	0.03452529908	0.03187664226
186	0.03447731487	0.03182899373
187	0.03439094114	0.03167591807
188	0.03433564731	0.03165305678
189	0.03413388613	0.03159658479
190	0.03399866878	0.03147271043
191	0.03382815989	0.03136655946
192	0.03365821546	0.03108343231
193	0.03348813286	0.03097998918
194	0.03314852405	0.03063499816
195	0.03287014189	0.0303480256
196	0.03274051514	0.03029969334
197	0.03250517563	0.03010030227
198	0.03219762677	0.02983587118
199	0.0319311525	0.02965183796
200	0.03168013662	0.02941704637
201	0.03150677722	0.0292905105
202	0.03116480358	0.02891887113
203	0.03104832745	0.02878630816
204	0.03097586903	0.0287619064
205	0.03085227972	0.02866355819
206	0.03046046595	0.02841476917
207	0.03029170175	0.02820957961
208	0.030287079	0.02816624716
209	0.02997533281	0.02792116109
210	0.0298795148	0.02780740595
211	0.02968792674	0.02763370975
212	0.02959453017	0.02758566433
213	0.02946591189	0.02752636619
214	0.0292496138	0.0274049242
215	0.02906993513	0.02718329
216	0.02892747489	0.02702132849
217	0.02880368942	0.02690297716
218	0.028507481	0.0266289786
219	0.02832659677	0.02648126069
220	0.02824709898	0.02637534004
221	0.02813644026	0.02631094554
222	0.02799112928	0.02615716776
223	0.02796198246	0.02609347328
224	0.02739734816	0.02555423491
225	0.0271743488	0.02543699467
226	0.02712724869	0.0254164675
227	0.0271089993	0.02540402535
228	0.02703758828	0.02528519578
229	0.02692515699	0.0251579413
230	0.02683876591	0.02507814745
231	0.02676786477	0.0250131206
232	0.02668988903	0.02499668415
233	0.02662150793	0.02493769387
234	0.02634769798	0.02473261996
235	0.02629443928	0.02467464977
236	0.02622104334	0.02463166737
237	0.02589137898	0.02430912119
238	0.02580461006	0.02423757507
239	0.02574411547	0.02416991495
240	0.0255633338	0.02391403498
241	0.02546330155	0.0238643591
242	0.02532054027	0.02374357854
243	0.02527897087	0.0237103632
244	0.02486188345	0.02341963464
245	0.02476766925	0.02337599801
246	0.02459627528	0.0231367495
247	0.02455566429	0.02308307039
248	0.0245093204	0.02304611134
249	0.0244671978	0.02300604712
250	0.02432754634	0.02280616449
251	0.0242981673	0.02279562858
252	0.02422543794	0.02272792228
253	0.02419051939	0.02271204207
254	0.02402869848	0.02258128844
255	0.02355139704	0.02229534572
256	0.02348497535	0.02222533273
257	0.02336186634	0.02207009398
258	0.02330768306	0.02205376181
259	0.02322810258	0.02200384816
260	0.02321929331	0.02199531888
261	0.02320847313	0.02197176599
262	0.02317324741	0.02190763742
263	0.02300922483	0.02178072366
264	0.02291477426	0.02170856859
265	0.02293948643	0.02166434698
266	0.02287396776	0.02161579718
267	0.02263255913	0.02139155686
268	0.02253319023	0.02120181488
269	0.02247801302	0.02115445253
270	0.02234265282	0.02100138319
271	0.02228595163	0.02094202876
272	0.02207402793	0.0207827129
273	0.02184989821	0.02062581909
274	0.02177411342	0.02051574322
275	0.02157880091	0.02034058612
276	0.02157078308	0.02032422659
277	0.02153727251	0.02030971854
278	0.02154778325	0.02027791748
279	0.02147560602	0.02024279898
280	0.02140907763	0.02016681977
281	0.02137747888	0.02015244804
282	0.02137046248	0.02013958183
283	0.02135853758	0.02005255359
284	0.02129835114	0.02002730552
285	0.02125199219	0.0200090805
286	0.02111094062	0.01989404522
287	0.02099008176	0.0198097754
288	0.02092893993	0.01977030956
289	0.02082602086	0.01962408392
290	0.0207365953	0.01954259916
291	0.02070498579	0.01950322847
292	0.02063840109	0.01943415534
293	0.02061559268	0.01942707666
294	0.02044734852	0.01931686665
295	0.02042093709	0.01929375341
296	0.02033070577	0.01922925172
297	0.02015454284	0.01905693464
298	0.0200531063	0.01893729076
299	0.01994693692	0.01887743084
300	0.01994493079	0.01880432959
301	0.01984461278	0.01868886627
302	0.01979575721	0.01864054323
303	0.01965783998	0.01856766364
304	0.01962648369	0.01855459425
305	0.01958856866	0.01853362274
306	0.01957264715	0.01842093462
307	0.01949673482	0.01834203993
308	0.01929672574	0.01823490915
309	0.01925764282	0.01819335918
310	0.01910756925	0.01810062159
311	0.01892405731	0.01799204708
312	0.0189209544	0.01797181897
313	0.01887109447	0.01790627251
314	0.0188291942	0.01786070989
315	0.01877472228	0.01779317587
316	0.01874194647	0.01777170337
317	0.01866745623	0.01771859604
318	0.01848173411	0.0176398493
319	0.01844763049	0.01760977824
320	0.0182709768	0.01747778344
321	0.01816087331	0.017373673
322	0.01813676875	0.01733853702
323	0.01811081493	0.01732830104
324	0.0179309656	0.01713204422
325	0.01783290612	0.01705146685
326	0.01779863472	0.01701537848
327	0.01774199043	0.01692379364
328	0.01766117069	0.01686790552
329	0.01764625189	0.01685899975
330	0.01748325709	0.01669110402
331	0.01737869963	0.01655521481
332	0.01719046273	0.01639553481
333	0.0170540007	0.01626714718
334	0.01704176098	0.01616577676
335	0.01695600019	0.01608252403
336	0.01687495889	0.01603499998
337	0.01675725602	0.01593044082
338	0.01675728541	0.01592043036
339	0.01664177574	0.01586027184
340	0.01661233183	0.01582602313
341	0.01656033945	0.01574445465
342	0.01647457477	0.0156421879
343	0.01638291053	0.01554466335
344	0.0163087846	0.01545508121
345	0.01623241492	0.01540312393
346	0.01621934278	0.01539778156
347	0.01610452357	0.01523550656
348	0.01589086606	0.01508625844
349	0.01581573584	0.01502967028
350	0.01581633794	0.0149995665
351	0.01576366145	0.01498147727
352	0.01569886322	0.01490860163
353	0.01561646992	0.01483590769
354	0.01555591207	0.01482038387
355	0.01550510464	0.01476478152
356	0.01545520723	0.01473721896
357	0.01535481061	0.01464359494
358	0.01520436308	0.0145032398
359	0.0152194696	0.0144596559
360	0.01521093638	0.01443124079
361	0.01516506072	0.01436801863
362	0.01511403381	0.01431459011
363	0.01508000606	0.01427448686
364	0.01495896764	0.01420073956
365	0.01492558458	0.01419068376
366	0.01472210153	0.01396963436
367	0.01468678259	0.01389874561
368	0.01464075678	0.01388806958
369	0.0146152152	0.01387729348
370	0.01456135168	0.01384694081
371	0.01452130581	0.01374479905
372	0.01447880569	0.01368000511
373	0.01431063612	0.01356557743
374	0.01428662536	0.01353928989
375	0.0142443709	0.01347882207
376	0.0142029523	0.0134602631
377	0.01413924595	0.01341536532
378	0.01405159697	0.01333994488
379	0.01401668229	0.01330292678
380	0.01400168862	0.01328710224
381	0.01396757386	0.01319473351
382	0.01392970262	0.01315863983
383	0.01381137878	0.01303567541
384	0.01373621018	0.01300862648
385	0.01367439132	0.01298480974
386	0.01362100303	0.01293024145
387	0.0134642195	0.01280479629
388	0.01343459128	0.01276277973
389	0.01339480604	0.01272147325
390	0.01332352303	0.01264480397
391	0.01325667053	0.01256674472
392	0.01324342985	0.01254180386
393	0.0132042208	0.01252285329
394	0.01319247237	0.01250014802
395	0.01315961099	0.01248279866
396	0.01313454191	0.0124619659
397	0.01312505834	0.0124520918
398	0.01311511097	0.01244767057
399	0.01311044125	0.01243572946
400	0.0127775676	0.01221687626
401	0.01277299186	0.01221385706
402	0.01276808431	0.01220910563
403	0.01272745066	0.01217407693
404	0.01271049365	0.01216291153
405	0.01269905194	0.01215099978
406	0.01265168496	0.01209100925
407	0.0125779976	0.01202641621
408	0.01254145388	0.01197185842
409	0.01251957216	0.01194305911
410	0.01247717958	0.01190880841
411	0.01239124032	0.01185411294
412	0.01237189932	0.01180544224
413	0.01233958055	0.01176149494
414	0.01231737488	0.01175345217
415	0.01232159982	0.01174486065
416	0.01221808548	0.01169590845
417	0.01217362377	0.01165656715
418	0.01215494667	0.01162886185
419	0.01213182125	0.01162122081
420	0.01212606298	0.01161820256
421	0.0121010709	0.01161341461
422	0.012084245	0.01159041378
423	0.01207097921	0.01157749113
424	0.01204154666	0.01156105325
425	0.0120179875	0.01155020761
426	0.01196467383	0.01150365775
427	0.01193783627	0.01146362669
428	0.01184466043	0.01142651222
429	0.01180541259	0.01138925885
430	0.01180929235	0.01134351903
431	0.01175651603	0.01131305201
432	0.01173469166	0.01125887866
433	0.01172089271	0.01124739361
434	0.01169343943	0.01123158156
435	0.01163164509	0.01118403917
436	0.01161674606	0.01115292252
437	0.01160383306	0.01110813495
438	0.01154869387	0.01106488593
439	0.01150461515	0.01103617795
440	0.01150868907	0.01101868011
441	0.01146753555	0.01100807323
442	0.0114287687	0.01097739296
443	0.01138066489	0.01094493638
444	0.0113527675	0.01091872347
445	0.01134138579	0.01089049548
446	0.0113205307	0.01087851914
447	0.01129479017	0.01083567413
448	0.0112839907	0.01080813389
449	0.01127792132	0.01079417218
450	0.0112570759	0.01078302323
451	0.01119673268	0.0107425737
452	0.01118536802	0.01072791366
453	0.01117946564	0.01072622596
454	0.0111209027	0.01066466787
455	0.01108077567	0.01064701906
456	0.01107395131	0.01063697902
457	0.01106926796	0.01062023369
458	0.0110373615	0.01057545393
459	0.01098910616	0.01055498957
460	0.01095046206	0.01051494743
461	0.0108932987	0.01047310658
462	0.01076769188	0.01035359368
463	0.01076655163	0.0103512564
464	0.01076897629	0.01034798282
465	0.01072722071	0.01032770054
466	0.01058039582	0.01024027107
467	0.01053610741	0.01019395235
468	0.01051591363	0.01018400413
469	0.01049148244	0.01015505344
470	0.0104595946	0.01011148235
471	0.01046495963	0.01009268414
472	0.01046441719	0.01006735289
473	0.01044711524	0.01002893639
474	0.0104028253	0.00997961847
475	0.01037952378	0.009970591995
476	0.0103538034	0.009923878428
477	0.01035245105	0.009916003431
478	0.01031699804	0.009831906309
479	0.01028638461	0.009826691892
480	0.01027320747	0.009821243812
481	0.01024973502	0.009780551726
482	0.01024420867	0.009776883134
483	0.01021173542	0.009755010355
484	0.01013444228	0.009734980615
485	0.01004760569	0.009656660279
486	0.01005299748	0.009650782118
487	0.01003264496	0.009646715577
488	0.01002236931	0.009635949673
489	0.009993291222	0.009625097015
490	0.00994536696	0.009587257377
491	0.009942309511	0.009572546362
492	0.009937271377	0.009554039575
493	0.009908032412	0.00953001606
494	0.009850476935	0.009466575115
495	0.00977563547	0.009400529463
496	0.009724793352	0.009371972786
497	0.009714750587	0.009362705788
498	0.009709931192	0.00936165249
499	0.009714064452	0.009320993839
500	0.009702199111	0.00930392872
501	0.00967389129	0.009295255308
502	0.009662943894	0.009280722245
503	0.009653549556	0.009245093523
504	0.009636359462	0.00922837479
505	0.009616266636	0.009221695781
506	0.009618001648	0.009212446895
507	0.009596118035	0.009179152668
508	0.009524982186	0.00911932864
509	0.009485551168	0.009102343529
510	0.009449677016	0.009067277331
511	0.009408627085	0.009030657763
512	0.009393373949	0.009001128712
513	0.009357105931	0.008977317919
514	0.009347201715	0.0089485669
515	0.009318449906	0.008923649192
516	0.009280092518	0.008883364426
517	0.009258357958	0.008873706951
518	0.009240880734	0.008845178775
519	0.009232500404	0.008823080435
520	0.009220708237	0.008820195913
521	0.009216339753	0.008807052413
522	0.009216968619	0.008797270378
523	0.009186340531	0.00878299758
524	0.009151257611	0.008739369958
525	0.009133941002	0.008712796448
526	0.009089643061	0.008678295073
527	0.009046926348	0.008662293386
528	0.009032640855	0.008637750555
529	0.009027109607	0.008622744427
530	0.008996435899	0.008610550533
531	0.008998148219	0.008605217469
532	0.008953078945	0.008544777116
533	0.008938972928	0.008533929205
534	0.008907084064	0.008504240817
535	0.008866741572	0.008494804557
536	0.008804693339	0.008467514383
537	0.008781445805	0.008445137004
538	0.008795993514	0.008402489573
539	0.00873581467	0.00833274077
540	0.008689553218	0.008301104194
541	0.008635181369	0.008255186256
542	0.008627936479	0.008249328714
543	0.008625416106	0.008241055602
544	0.008588735487	0.00822267071
545	0.008582630387	0.00820389158
546	0.008544509068	0.00818917905
547	0.008485175596	0.008139475356
548	0.008469073167	0.008130882511
549	0.008453282888	0.008090233042
550	0.008408285483	0.008058348726
551	0.00840763794	0.008051085263
552	0.008401174148	0.008049496687
553	0.008358166164	0.008021583954
554	0.008332874621	0.00800592007
555	0.008326326098	0.007999347573
556	0.008324598261	0.007995564186
557	0.008316215365	0.007985897326
558	0.008232273041	0.007940726432
559	0.008207401232	0.00791125377
560	0.00815673059	0.007881110778
561	0.008145026948	0.007875786255
562	0.008145352777	0.007867147102
563	0.008087978352	0.007838830183
564	0.00808771392	0.007831883184
565	0.008065099344	0.007803990941
566	0.0080746431	0.007794866976
567	0.0080660545	0.007781983809
568	0.008063621639	0.00777652664
569	0.008062402777	0.007773663902
570	0.0080600616	0.007772216798
571	0.008042313986	0.007739768681
572	0.008020045911	0.007714578665
573	0.008001718897	0.007707700806
574	0.007997473656	0.007703860209
575	0.007963750236	0.007687449959
576	0.007970176571	0.0076776267
577	0.007952270121	0.007668095773
578	0.007939217101	0.007639839599
579	0.007905881428	0.007625570264
580	0.007908191553	0.007621154847
581	0.007888983074	0.007593720567
582	0.007879624336	0.00758959023
583	0.007852042899	0.007574905755
584	0.007824099777	0.007546710697
585	0.007810799076	0.007540985546
586	0.007799740809	0.007520438059
587	0.007786849413	0.007509454477
588	0.007787082916	0.00748378821
589	0.007744422616	0.007448989995
590	0.00771298512	0.007413088456
591	0.007710578575	0.007406558866
592	0.007695060884	0.007398669685
593	0.007690790588	0.007387339523
594	0.007683352191	0.007379902359
595	0.007664805682	0.007361074016
596	0.007648631786	0.007351196945
597	0.007630803674	0.007348032987
598	0.00762516876	0.007342461482
599	0.007600689156	0.007312701026
600	0.007586534189	0.007303263656
601	0.007569752961	0.007282550663
602	0.007573056458	0.007277482241
603	0.007574676866	0.00725370892
